id_avaliacao;data;canal;regiao;loja;nota;categoria;texto_avaliacao;sentimento;tema_principal
AV0184;03/12/2023;app;Sul;VLR-RS-02;1;calcados;Pedi um vestido azul e recebi uma calça bege. Incompetência.;negativo;troca e devolução
AV0185;13/11/2023;loja_fisica;Sul;VLR-RS-01;5;vestuario;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0186;08/06/2023;site;Centro-Oeste;VLR-GO-02;4;acessorios;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0187;11/12/2023;app;Norte;VLR-AP-01;4;vestuario;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0188;19/06/2023;loja_fisica;Sudeste;VLR-MG-02;3;calcados;Qualidade ok mas não é tão boa quanto parece nas fotos.;neutro;qualidade do produto
AV0189;04/04/2024;loja_fisica;Sudeste;VLR-RJ-03;5;calcados;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0190;18/07/2023;loja_fisica;Nordeste;VLR-PE-02;5;acessorios;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0191;04/03/2024;app;Sudeste;VLR-RJ-02;3;vestuario;Gostei do produto mas esperava mais pelo valor que paguei.;neutro;preço
AV0192;21/07/2024;loja_fisica;Sul;VLR-RS-03;3;acessorios;A numeração do calçado não bateu exatamente. Meu 38 usual ficou apertado.;neutro;tamanho e caimento
AV0193;09/06/2024;loja_fisica;Norte;VLR-TO-01;5;vestuario;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0194;28/01/2023;site;Norte;VLR-RR-01;3;acessorios;Qualidade ok mas não é tão boa quanto parece nas fotos.;neutro;qualidade do produto
AV0195;29/01/2023;app;Sudeste;VLR-SP-02;2;vestuario;Solicitei a troca há 15 dias e ainda não recebi o produto substituto.;negativo;troca e devolução
AV0196;28/04/2024;site;Centro-Oeste;VLR-GO-03;2;acessorios;Botão saiu na primeira semana. Acabamento muito ruim.;negativo;qualidade do produto
AV0197;03/06/2023;app;Sudeste;VLR-SP-01;5;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0198;05/05/2023;app;Sul;VLR-SC-02;2;vestuario;Prazo descumprido e o SAC não conseguiu me dar informações precisas.;negativo;entrega
AV0199;26/05/2024;app;Sudeste;VLR-SP-02;4;vestuario;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0200;28/12/2023;loja_fisica;Sul;VLR-RS-02;2;vestuario;Botão saiu na primeira semana. Acabamento muito ruim.;negativo;qualidade do produto
AV0201;22/06/2024;app;Nordeste;VLR-CE-03;1;vestuario;Fui ofendida por uma funcionária na loja. Inadmissível.;negativo;atendimento
AV0202;17/09/2023;site;Sudeste;VLR-RJ-02;1;acessorios;Estou sem o produto e sem devolução do dinheiro. Absurdo.;negativo;troca e devolução
AV0203;07/12/2023;loja_fisica;Norte;VLR-PA-01;5;calcados;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0204;02/12/2024;app;Centro-Oeste;VLR-GO-02;5;calcados;Comprei durante a promoção e foi um excelente negócio.;positivo;preço
AV0205;07/02/2023;site;Nordeste;VLR-SE-01;1;acessorios;Péssima qualidade. O produto veio com defeito de fábrica.;negativo;qualidade do produto
AV0206;11/06/2024;site;Norte;VLR-RO-01;5;acessorios;Comprei durante a promoção e foi um excelente negócio.;positivo;preço
AV0207;18/02/2023;loja_fisica;Centro-Oeste;VLR-GO-03;5;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0208;31/01/2024;site;Norte;VLR-AC-01;3;calcados;O produto chegou, mas demorou quase o dobro do prazo previsto.;neutro;entrega
AV0209;26/03/2023;app;Sudeste;VLR-MG-01;3;vestuario;Qualidade ok mas não é tão boa quanto parece nas fotos.;neutro;qualidade do produto
AV0210;16/04/2023;app;Sudeste;VLR-MG-01;5;vestuario;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0211;30/03/2024;loja_fisica;Centro-Oeste;VLR-MT-01;4;vestuario;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0212;28/02/2023;app;Norte;VLR-AC-01;5;vestuario;Nunca me decepcionei com a qualidade dos produtos da Valore. Sempre perfeito.;positivo;qualidade do produto
AV0213;27/05/2023;app;Centro-Oeste;VLR-GO-02;5;acessorios;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0214;28/01/2024;loja_fisica;Sudeste;VLR-ES-01;1;vestuario;Fui ofendida por uma funcionária na loja. Inadmissível.;negativo;atendimento
AV0215;20/03/2023;loja_fisica;Sul;VLR-RS-01;4;vestuario;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0216;27/01/2023;loja_fisica;Centro-Oeste;VLR-GO-02;5;acessorios;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0217;21/12/2024;loja_fisica;Sul;VLR-SC-02;4;calcados;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0218;19/05/2023;loja_fisica;Sul;VLR-RS-03;5;vestuario;Nunca me decepcionei com a qualidade dos produtos da Valore. Sempre perfeito.;positivo;qualidade do produto
AV0219;24/11/2023;site;Nordeste;VLR-BA-02;4;calcados;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;entrega
AV0220;18/12/2024;app;Sul;VLR-PR-03;5;calcados;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0221;20/05/2024;loja_fisica;Sul;VLR-PR-03;5;vestuario;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0222;30/03/2023;app;Sul;VLR-PR-03;4;calcados;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0223;24/02/2024;site;Sudeste;VLR-MG-01;5;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0224;13/06/2024;site;Nordeste;VLR-PE-02;4;vestuario;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0225;26/02/2023;app;Sul;VLR-PR-03;2;vestuario;Não recebi no prazo e o rastreamento ficou parado por dias.;negativo;entrega
AV0226;15/06/2024;loja_fisica;Nordeste;VLR-AL-01;2;vestuario;Solicitei a troca há 15 dias e ainda não recebi o produto substituto.;negativo;troca e devolução
AV0227;07/11/2023;loja_fisica;Centro-Oeste;VLR-GO-03;5;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0228;01/10/2024;app;Norte;VLR-PA-02;2;vestuario;Solicitei a troca há 15 dias e ainda não recebi o produto substituto.;negativo;troca e devolução
AV0229;08/08/2024;loja_fisica;Norte;VLR-TO-01;5;calcados;Ótimo custo-benefício. Produto de qualidade a um preço justo.;positivo;preço
AV0230;09/05/2024;site;Sudeste;VLR-ES-01;4;acessorios;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0231;10/05/2024;app;Centro-Oeste;VLR-GO-02;5;vestuario;Vale muito o preço. Produto durável e bonito.;positivo;preço
AV0232;20/12/2023;app;Centro-Oeste;VLR-DF-01;3;vestuario;Qualidade ok mas não é tão boa quanto parece nas fotos.;neutro;qualidade do produto
AV0233;01/10/2023;app;Centro-Oeste;VLR-GO-02;2;vestuario;Fui mal atendida na loja. A vendedora foi grossa e pouco prestativa.;negativo;atendimento
AV0234;04/03/2024;loja_fisica;Nordeste;VLR-PE-01;3;acessorios;Gostei do produto mas esperava mais pelo valor que paguei.;neutro;qualidade do produto
AV0235;25/05/2024;site;Centro-Oeste;VLR-GO-02;5;calcados;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0236;01/06/2024;site;Sudeste;VLR-SP-02;4;acessorios;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0237;31/10/2024;app;Nordeste;VLR-CE-02;1;vestuario;Cancelamento negado mesmo dentro do prazo legal. Absurdo.;negativo;troca e devolução
AV0238;10/01/2024;loja_fisica;Sul;VLR-PR-03;2;acessorios;Ninguém me atendeu adequadamente na loja. Ambiente desorganizado.;negativo;atendimento
AV0239;23/10/2023;loja_fisica;Norte;VLR-AM-01;4;vestuario;Nunca me decepcionei com a qualidade dos produtos da Valore. Sempre perfeito.;positivo;qualidade do produto
AV0240;10/04/2023;app;Sul;VLR-PR-02;4;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0241;05/06/2024;app;Centro-Oeste;VLR-GO-02;3;vestuario;Comprei esperando mais. Não é ruim, mas também não encantou.;neutro;qualidade do produto
AV0242;15/06/2024;loja_fisica;Norte;VLR-RO-01;2;calcados;Fui mal atendida na loja. A vendedora foi grossa e pouco prestativa.;negativo;atendimento
AV0243;23/09/2024;site;Sul;VLR-RS-01;2;vestuario;Já enviei o produto para troca e ainda não tenho previsão de retorno.;negativo;troca e devolução
AV0244;18/01/2023;site;Sul;VLR-SC-02;4;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0245;29/09/2023;site;Norte;VLR-MA-01;4;calcados;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0246;28/11/2024;app;Sul;VLR-RS-02;4;vestuario;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0247;04/03/2024;site;Sul;VLR-PR-01;2;vestuario;Botão saiu na primeira semana. Acabamento muito ruim.;negativo;qualidade do produto
AV0248;05/03/2023;loja_fisica;Nordeste;VLR-PE-02;5;acessorios;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0249;18/11/2023;app;Nordeste;VLR-PE-02;5;vestuario;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0250;16/07/2023;loja_fisica;Sul;VLR-SC-02;3;calcados;Qualidade razoável para o preço. Não é ruim, mas já vi melhor.;neutro;qualidade do produto
AV0251;22/12/2024;loja_fisica;Sul;VLR-SC-02;5;calcados;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0252;05/05/2023;app;Centro-Oeste;VLR-DF-01;4;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0253;22/03/2023;site;Centro-Oeste;VLR-GO-03;5;vestuario;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0254;29/07/2024;app;Centro-Oeste;VLR-MS-01;2;vestuario;O processo de troca é muito lento e burocrático.;negativo;troca e devolução
AV0255;27/06/2024;app;Norte;VLR-AM-01;4;vestuario;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0256;21/05/2023;loja_fisica;Norte;VLR-RR-01;3;vestuario;A numeração do calçado não bateu exatamente. Meu 38 usual ficou apertado.;neutro;tamanho e caimento
AV0257;24/07/2023;loja_fisica;Nordeste;VLR-PE-02;5;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0258;26/08/2023;app;Centro-Oeste;VLR-GO-01;5;calcados;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0259;07/02/2023;site;Norte;VLR-PA-02;2;acessorios;Ninguém me atendeu adequadamente na loja. Ambiente desorganizado.;negativo;atendimento
AV0260;10/01/2023;site;Nordeste;VLR-CE-02;5;acessorios;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0261;18/10/2024;loja_fisica;Sul;VLR-SC-02;5;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0262;17/07/2023;site;Sudeste;VLR-MG-01;2;vestuario;Entrega muito atrasada. Fui informada do atraso somente depois de reclamar.;negativo;entrega
AV0263;12/12/2023;app;Nordeste;VLR-AL-01;4;vestuario;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0264;11/06/2024;loja_fisica;Nordeste;VLR-PE-01;5;calcados;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;entrega
AV0265;12/09/2023;app;Sudeste;VLR-SP-03;2;vestuario;Entrega muito atrasada. Fui informada do atraso somente depois de reclamar.;negativo;entrega
AV0266;09/08/2024;loja_fisica;Sudeste;VLR-RJ-01;5;vestuario;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0267;13/06/2023;app;Centro-Oeste;VLR-GO-01;1;vestuario;Não consegui cancelar o pedido. O SAC é inoperante.;negativo;atendimento
AV0268;16/10/2024;site;Sul;VLR-SC-02;5;calcados;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0269;12/09/2024;loja_fisica;Sul;VLR-RS-03;5;vestuario;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0270;27/11/2024;site;Sul;VLR-SC-01;5;calcados;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0271;25/04/2023;loja_fisica;Sul;VLR-PR-02;5;acessorios;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0272;16/06/2024;loja_fisica;Sul;VLR-PR-03;4;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0273;26/02/2023;app;Nordeste;VLR-RN-01;4;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0274;12/11/2023;loja_fisica;Sul;VLR-RS-03;4;calcados;Nunca me decepcionei com a qualidade dos produtos da Valore. Sempre perfeito.;positivo;qualidade do produto
AV0275;09/03/2024;site;Centro-Oeste;VLR-MS-01;5;vestuario;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;entrega
AV0276;28/04/2024;site;Sul;VLR-PR-02;5;acessorios;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0277;23/10/2024;loja_fisica;Sudeste;VLR-ES-01;2;acessorios;Ninguém me atendeu adequadamente na loja. Ambiente desorganizado.;negativo;atendimento
AV0278;30/11/2024;loja_fisica;Sudeste;VLR-RJ-02;5;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0279;17/08/2023;loja_fisica;Centro-Oeste;VLR-MT-01;5;vestuario;Produto de ótima qualidade, superou minhas expectativas!;positivo;qualidade do produto
AV0280;24/08/2023;app;Centro-Oeste;VLR-MT-01;5;vestuario;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0281;02/02/2023;loja_fisica;Centro-Oeste;VLR-DF-01;3;calcados;Comprei esperando mais. Não é ruim, mas também não encantou.;neutro;qualidade do produto
AV0282;19/11/2024;loja_fisica;Norte;VLR-MA-01;1;vestuario;Produto nunca chegou. SAC não consegue resolver. Uma vergonha.;negativo;atendimento
AV0283;27/02/2023;loja_fisica;Norte;VLR-AM-01;3;calcados;Qualidade razoável para o preço. Não é ruim, mas já vi melhor.;neutro;preço
AV0284;19/11/2024;site;Nordeste;VLR-CE-03;5;calcados;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0285;04/11/2023;site;Centro-Oeste;VLR-MS-01;5;vestuario;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;entrega
AV0286;13/03/2024;site;Sul;VLR-PR-03;5;calcados;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0287;23/11/2023;site;Norte;VLR-AC-01;5;calcados;Comprei durante a promoção e foi um excelente negócio.;positivo;preço
AV0288;19/08/2023;loja_fisica;Nordeste;VLR-RN-01;3;vestuario;Demorou mais do que o prazo informado no site. Precisei acompanhar pelo SAC.;neutro;entrega
AV0289;02/03/2024;site;Nordeste;VLR-RN-01;5;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0290;05/04/2024;loja_fisica;Nordeste;VLR-CE-03;3;calcados;O produto chegou, mas demorou quase o dobro do prazo previsto.;neutro;entrega
AV0291;11/09/2024;app;Sul;VLR-SC-02;2;vestuario;Meu pedido chegou com 12 dias de atraso e sem nenhuma comunicação.;negativo;entrega
AV0292;05/05/2024;site;Nordeste;VLR-PI-01;4;calcados;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0293;01/05/2023;site;Centro-Oeste;VLR-GO-02;1;acessorios;Tentei cancelar o pedido e fui completamente ignorada. Péssimo.;negativo;atendimento
AV0294;17/10/2023;app;Sul;VLR-SC-01;3;calcados;Produto agradável, mas o acabamento poderia ser melhor.;neutro;qualidade do produto
AV0295;24/05/2024;app;Sul;VLR-RS-01;3;vestuario;Qualidade ok mas não é tão boa quanto parece nas fotos.;neutro;qualidade do produto
AV0296;28/02/2024;site;Sudeste;VLR-SP-04;3;vestuario;A numeração do calçado não bateu exatamente. Meu 38 usual ficou apertado.;neutro;tamanho e caimento
AV0297;16/08/2024;app;Nordeste;VLR-RN-01;1;acessorios;Cancelamento negado mesmo dentro do prazo legal. Absurdo.;negativo;troca e devolução
AV0298;26/05/2024;loja_fisica;Nordeste;VLR-MA-02;3;calcados;Entrega lenta. Fiquei uma semana além do prazo esperando.;neutro;entrega
AV0299;27/12/2023;site;Sudeste;VLR-RJ-03;4;vestuario;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0300;18/03/2023;app;Sul;VLR-PR-01;5;vestuario;Produto de ótima qualidade, superou minhas expectativas!;positivo;qualidade do produto
AV0301;10/01/2023;loja_fisica;Sudeste;VLR-SP-02;5;calcados;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0302;09/05/2024;loja_fisica;Sudeste;VLR-ES-01;4;acessorios;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0303;09/10/2023;app;Norte;VLR-MA-01;3;vestuario;O produto chegou, mas demorou quase o dobro do prazo previsto.;neutro;entrega
AV0304;09/04/2023;site;Sul;VLR-PR-03;5;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0305;11/02/2024;loja_fisica;Nordeste;VLR-PB-01;4;vestuario;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0306;24/03/2023;app;Sudeste;VLR-SP-04;3;vestuario;O produto é bonito mas o tamanho ficou um pouco diferente do que esperava. A modelagem é um pouco larga.;neutro;tamanho e caimento
AV0307;20/12/2024;loja_fisica;Sudeste;VLR-SP-01;4;calcados;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0308;08/04/2023;site;Sudeste;VLR-RJ-01;4;calcados;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0309;17/02/2023;site;Nordeste;VLR-MA-02;5;vestuario;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0310;01/08/2023;app;Sul;VLR-RS-01;1;vestuario;O atendente do SAC foi extremamente grosseiro e não resolveu nada.;negativo;atendimento
AV0311;03/02/2024;site;Sudeste;VLR-MG-02;3;vestuario;Entrega lenta. Fiquei uma semana além do prazo esperando.;neutro;entrega
AV0312;21/12/2023;site;Nordeste;VLR-BA-02;5;vestuario;Produto de ótima qualidade, superou minhas expectativas!;positivo;qualidade do produto
AV0313;01/09/2024;loja_fisica;Sudeste;VLR-MG-02;1;calcados;Cancelamento negado mesmo dentro do prazo legal. Absurdo.;negativo;troca e devolução
AV0314;31/12/2023;app;Norte;VLR-RR-01;5;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0315;25/09/2024;loja_fisica;Sudeste;VLR-RJ-02;4;vestuario;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0316;21/11/2023;loja_fisica;Norte;VLR-PA-02;2;calcados;Solicitei a troca há 15 dias e ainda não recebi o produto substituto.;negativo;troca e devolução
AV0317;15/04/2023;loja_fisica;Norte;VLR-RO-01;3;calcados;Produto ok, mas achei o preço um pouco salgado para o que é.;neutro;preço
AV0318;27/01/2023;loja_fisica;Nordeste;VLR-RN-01;4;vestuario;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0319;13/01/2023;loja_fisica;Sul;VLR-RS-01;4;acessorios;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0320;06/09/2023;site;Sudeste;VLR-MG-01;5;acessorios;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0321;19/05/2024;app;Nordeste;VLR-CE-02;2;vestuario;A costura soltou depois da primeira lavagem. Muito decepcionante.;negativo;qualidade do produto
AV0322;05/01/2024;loja_fisica;Nordeste;VLR-PE-02;4;calcados;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0323;07/01/2023;app;Sudeste;VLR-SP-02;2;vestuario;Ninguém me atendeu adequadamente na loja. Ambiente desorganizado.;negativo;atendimento
AV0324;28/10/2024;loja_fisica;Sul;VLR-RS-03;5;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0325;01/07/2023;loja_fisica;Centro-Oeste;VLR-GO-02;5;vestuario;Preço competitivo para a qualidade que entrega. Muito satisfeita!;positivo;preço
AV0326;30/11/2023;app;Centro-Oeste;VLR-MS-01;4;calcados;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0327;12/07/2024;loja_fisica;Sudeste;VLR-SP-04;5;calcados;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0328;26/10/2023;site;Norte;VLR-AM-01;4;vestuario;Nunca me decepcionei com a qualidade dos produtos da Valore. Sempre perfeito.;positivo;qualidade do produto
AV0329;09/03/2024;loja_fisica;Sudeste;VLR-SP-05;3;calcados;Qualidade ok mas não é tão boa quanto parece nas fotos.;neutro;qualidade do produto
AV0330;09/12/2024;site;Sudeste;VLR-RJ-02;4;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0331;29/03/2023;site;Norte;VLR-AP-01;3;calcados;Tive que trocar de tamanho. A numeração parece inconsistente entre os modelos.;neutro;tamanho e caimento
AV0332;24/11/2024;loja_fisica;Centro-Oeste;VLR-MS-01;4;acessorios;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0333;15/06/2024;loja_fisica;Sudeste;VLR-SP-04;2;vestuario;Botão saiu na primeira semana. Acabamento muito ruim.;negativo;qualidade do produto
AV0334;04/06/2023;loja_fisica;Centro-Oeste;VLR-MS-01;5;calcados;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;entrega
AV0335;26/05/2023;loja_fisica;Sudeste;VLR-SP-02;4;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0336;10/04/2023;app;Centro-Oeste;VLR-MT-01;2;vestuario;SAC demorou 4 dias para me responder e não resolveu meu problema.;negativo;atendimento
AV0337;18/12/2023;loja_fisica;Sudeste;VLR-SP-02;3;vestuario;Tive que trocar de tamanho. A numeração parece inconsistente entre os modelos.;neutro;tamanho e caimento
AV0338;18/04/2024;app;Nordeste;VLR-CE-03;4;calcados;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0339;20/09/2024;loja_fisica;Nordeste;VLR-PE-01;5;vestuario;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0340;21/12/2024;loja_fisica;Sul;VLR-SC-01;1;vestuario;Paguei e não recebi. Já se passaram 30 dias e nenhuma solução.;negativo;entrega
AV0341;17/11/2024;loja_fisica;Sul;VLR-RS-03;3;vestuario;Comprei esperando mais. Não é ruim, mas também não encantou.;neutro;qualidade do produto
AV0342;27/12/2023;app;Centro-Oeste;VLR-MS-01;4;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0343;27/08/2024;site;Nordeste;VLR-CE-02;5;acessorios;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0344;25/05/2023;loja_fisica;Centro-Oeste;VLR-GO-02;3;vestuario;Produto agradável, mas o acabamento poderia ser melhor.;neutro;qualidade do produto
AV0345;04/07/2024;loja_fisica;Sul;VLR-PR-03;4;vestuario;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0346;26/09/2024;app;Nordeste;VLR-CE-03;2;calcados;Entrega muito atrasada. Fui informada do atraso somente depois de reclamar.;negativo;entrega
AV0347;01/06/2024;app;Norte;VLR-AC-01;2;acessorios;Ninguém me atendeu adequadamente na loja. Ambiente desorganizado.;negativo;atendimento
AV0348;01/08/2024;loja_fisica;Sudeste;VLR-RJ-03;5;vestuario;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0349;13/04/2024;loja_fisica;Centro-Oeste;VLR-GO-03;3;vestuario;Comprei esperando mais. Não é ruim, mas também não encantou.;neutro;qualidade do produto
AV0350;12/02/2023;loja_fisica;Sul;VLR-RS-01;2;vestuario;SAC demorou 4 dias para me responder e não resolveu meu problema.;negativo;atendimento
AV0351;11/09/2023;site;Nordeste;VLR-PB-01;2;calcados;Solicitei a troca há 15 dias e ainda não recebi o produto substituto.;negativo;troca e devolução
AV0352;01/05/2023;loja_fisica;Sudeste;VLR-SP-02;5;vestuario;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0353;23/05/2023;app;Sul;VLR-RS-02;5;vestuario;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0354;21/12/2024;app;Norte;VLR-AP-01;4;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0355;26/02/2024;loja_fisica;Sul;VLR-PR-02;5;vestuario;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0356;11/09/2023;app;Nordeste;VLR-BA-03;2;calcados;Ninguém me atendeu adequadamente na loja. Ambiente desorganizado.;negativo;atendimento
AV0357;19/03/2023;app;Nordeste;VLR-PE-01;3;vestuario;O caimento não ficou como na foto, mas o produto tem boa qualidade de material.;neutro;tamanho e caimento
AV0358;14/05/2024;app;Sul;VLR-RS-01;5;vestuario;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0359;14/04/2024;site;Norte;VLR-PA-01;5;calcados;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;entrega
AV0360;27/11/2023;loja_fisica;Sul;VLR-SC-01;5;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0361;29/11/2024;app;Sul;VLR-RS-03;4;calcados;Produto de ótima qualidade, superou minhas expectativas!;positivo;qualidade do produto
AV0362;11/06/2023;app;Norte;VLR-MA-01;5;vestuario;Comprei durante a promoção e foi um excelente negócio.;positivo;preço
AV0363;06/11/2023;site;Norte;VLR-PA-02;3;acessorios;Qualidade razoável para o preço. Não é ruim, mas já vi melhor.;neutro;qualidade do produto
AV0364;26/10/2024;app;Norte;VLR-RO-01;3;calcados;Produto ok, mas achei o preço um pouco salgado para o que é.;neutro;preço
AV0365;04/04/2023;app;Sudeste;VLR-SP-04;5;vestuario;Produto de ótima qualidade, superou minhas expectativas!;positivo;qualidade do produto
AV0366;31/03/2024;app;Nordeste;VLR-CE-01;2;vestuario;Meu pedido chegou com 12 dias de atraso e sem nenhuma comunicação.;negativo;entrega
